year_quarter (연분기),rep_id (담당자ID),rep_name (담당자명),territory_code (영업권역코드),brand (브랜드),amount_pre_share (쉐어전금액),amount_post_share (쉐어후금액),ship_count (출고건수),share_applied_count (룰적용건수),direct_rules_count (직접룰건수),extended_rules_count (연장룰건수),none_rules_count (미적용건수),data_quality_flag (데이터품질플래그)
2025-Q1,RC041,서주희,T06,네시나정,35645694.0,35645694.0,5,5,5,0,0,fail
2025-Q1,RC041,서주희,T06,넥시움정,10093764.0,10093764.0,5,5,5,0,0,fail
2025-Q1,RC041,서주희,T06,디아미크롱서방정,13892200.0,13892200.0,3,3,3,0,0,fail
2025-Q1,RC041,서주희,T06,로수젯정,76318980.0,76318980.0,4,4,4,0,0,fail
2025-Q1,RC041,서주희,T06,록소르정,8994400.0,8994400.0,5,5,5,0,0,fail
2025-Q1,RC041,서주희,T06,리피토정,45872742.0,45872742.0,9,9,9,0,0,fail
2025-Q1,RC041,서주희,T06,서스펜정,10030563.0,10030563.0,2,2,2,0,0,fail
2025-Q1,RC041,서주희,T06,세파클러캡슐,248200.0,248200.0,1,1,1,0,0,fail
2025-Q1,RC041,서주희,T06,아모잘탄정,3082900.0,3082900.0,3,3,3,0,0,fail
2025-Q1,RC041,서주희,T06,아토르바정,3493570.0,3493570.0,3,3,3,0,0,fail
2025-Q1,RC041,서주희,T06,아토젯정,110120751.0,110120751.0,9,9,9,0,0,fail
2025-Q1,RC041,서주희,T06,엑스포지정,2792600.0,2792600.0,2,2,2,0,0,fail
2025-Q1,RC041,서주희,T06,올메텍정,19613542.0,19613542.0,7,7,7,0,0,fail
2025-Q1,RC041,서주희,T06,자누비아정,27636000.0,27636000.0,5,5,5,0,0,fail
2025-Q1,RC041,서주희,T06,카나브정,15172383.0,15172383.0,6,6,6,0,0,fail
2025-Q1,RC041,서주희,T06,타미플루캡슐,6851200.0,6851200.0,3,3,3,0,0,fail
2025-Q1,RC041,서주희,T06,트라젠타정,13423200.0,13423200.0,6,6,6,0,0,fail
2025-Q1,RC041,서주희,T06,플라빅스정,33012000.0,33012000.0,2,2,2,0,0,fail
2025-Q1,RC042,박성호,T06,가브스정,3933600.0,3933600.0,2,2,2,0,0,fail
2025-Q1,RC042,박성호,T06,글루코파지정,8505968.0,8505968.0,8,8,8,0,0,fail
2025-Q1,RC042,박성호,T06,네시나정,23731046.0,23731046.0,2,2,2,0,0,fail
2025-Q1,RC042,박성호,T06,넥시움정,14421513.0,14421513.0,4,4,4,0,0,fail
2025-Q1,RC042,박성호,T06,디아미크롱서방정,5016000.0,5016000.0,1,1,1,0,0,fail
2025-Q1,RC042,박성호,T06,로수젯정,66195825.0,66195825.0,4,4,4,0,0,fail
2025-Q1,RC042,박성호,T06,록소르정,11162800.0,11162800.0,4,4,4,0,0,fail
2025-Q1,RC042,박성호,T06,리피토정,6732465.0,6732465.0,2,2,2,0,0,fail
2025-Q1,RC042,박성호,T06,서스펜정,30574560.0,30574560.0,8,8,8,0,0,fail
2025-Q1,RC042,박성호,T06,세파클러캡슐,21327200.0,21327200.0,3,3,3,0,0,fail
2025-Q1,RC042,박성호,T06,아모잘탄정,9859942.0,9859942.0,3,3,3,0,0,fail
2025-Q1,RC042,박성호,T06,아토르바정,770800.0,770800.0,1,1,1,0,0,fail
2025-Q1,RC042,박성호,T06,아토젯정,129872304.0,129872304.0,7,7,7,0,0,fail
2025-Q1,RC042,박성호,T06,엑스포지정,12759945.0,12759945.0,4,4,4,0,0,fail
2025-Q1,RC042,박성호,T06,자누비아정,57018000.0,57018000.0,3,3,3,0,0,fail
2025-Q1,RC042,박성호,T06,카나브정,1339500.0,1339500.0,1,1,1,0,0,fail
2025-Q1,RC042,박성호,T06,타미플루캡슐,80852600.0,80852600.0,7,7,7,0,0,fail
2025-Q1,RC042,박성호,T06,트라젠타정,15980000.0,15980000.0,8,8,8,0,0,fail
2025-Q1,RC042,박성호,T06,플라빅스정,59094000.0,59094000.0,4,4,4,0,0,fail
2025-Q1,RC043,류승아,T06,가브스정,11284332.0,11284332.0,5,5,5,0,0,fail
2025-Q1,RC043,류승아,T06,글루코파지정,13466676.0,13466676.0,6,6,6,0,0,fail
2025-Q1,RC043,류승아,T06,네시나정,65690379.0,65690379.0,4,4,4,0,0,fail
2025-Q1,RC043,류승아,T06,넥시움정,18458033.0,18458033.0,6,6,6,0,0,fail
2025-Q1,RC043,류승아,T06,디아미크롱서방정,19329400.0,19329400.0,5,5,5,0,0,fail
2025-Q1,RC043,류승아,T06,로수젯정,11991945.0,11991945.0,2,2,2,0,0,fail
2025-Q1,RC043,류승아,T06,록소르정,11349000.0,11349000.0,6,6,6,0,0,fail
2025-Q1,RC043,류승아,T06,리피토정,12353568.0,12353568.0,5,5,5,0,0,fail
2025-Q1,RC043,류승아,T06,서스펜정,22449471.0,22449471.0,5,5,5,0,0,fail
2025-Q1,RC043,류승아,T06,세파클러캡슐,23377800.0,23377800.0,4,4,4,0,0,fail
2025-Q1,RC043,류승아,T06,아모잘탄정,39522224.0,39522224.0,5,5,5,0,0,fail
2025-Q1,RC043,류승아,T06,아토르바정,5737800.0,5737800.0,4,4,4,0,0,fail
2025-Q1,RC043,류승아,T06,아토젯정,19853505.0,19853505.0,2,2,2,0,0,fail
2025-Q1,RC043,류승아,T06,엑스포지정,12039200.0,12039200.0,5,5,5,0,0,fail
2025-Q1,RC043,류승아,T06,올메텍정,20705999.0,20705999.0,4,4,4,0,0,fail
2025-Q1,RC043,류승아,T06,자누비아정,24984000.0,24984000.0,2,2,2,0,0,fail
2025-Q1,RC043,류승아,T06,카나브정,10662348.0,10662348.0,5,5,5,0,0,fail
2025-Q1,RC043,류승아,T06,타미플루캡슐,50645200.0,50645200.0,7,7,7,0,0,fail
2025-Q1,RC043,류승아,T06,트라젠타정,5846800.0,5846800.0,3,3,3,0,0,fail
2025-Q1,RC043,류승아,T06,플라빅스정,75474000.0,75474000.0,4,4,4,0,0,fail
2025-Q1,RC044,한민준,T06,가브스정,8803800.0,8803800.0,3,3,3,0,0,fail
2025-Q1,RC044,한민준,T06,글루코파지정,14699984.0,14699984.0,3,3,3,0,0,fail
2025-Q1,RC044,한민준,T06,네시나정,69410989.0,69410989.0,7,7,7,0,0,fail
2025-Q1,RC044,한민준,T06,넥시움정,30283768.0,30283768.0,5,5,5,0,0,fail
2025-Q1,RC044,한민준,T06,디아미크롱서방정,27607000.0,27607000.0,8,8,8,0,0,fail
2025-Q1,RC044,한민준,T06,로수젯정,73293777.0,73293777.0,6,6,6,0,0,fail
2025-Q1,RC044,한민준,T06,록소르정,15090800.0,15090800.0,6,6,6,0,0,fail
2025-Q1,RC044,한민준,T06,리피토정,15540462.0,15540462.0,4,4,4,0,0,fail
2025-Q1,RC044,한민준,T06,서스펜정,10051074.0,10051074.0,5,5,5,0,0,fail
2025-Q1,RC044,한민준,T06,세파클러캡슐,10562400.0,10562400.0,3,3,3,0,0,fail
2025-Q1,RC044,한민준,T06,아모잘탄정,15083924.0,15083924.0,7,7,7,0,0,fail
2025-Q1,RC044,한민준,T06,아토르바정,811800.0,811800.0,1,1,1,0,0,fail
2025-Q1,RC044,한민준,T06,아토젯정,28965618.0,28965618.0,4,4,4,0,0,fail
2025-Q1,RC044,한민준,T06,엑스포지정,46141318.0,46141318.0,4,4,4,0,0,fail
2025-Q1,RC044,한민준,T06,올메텍정,2372300.0,2372300.0,3,3,3,0,0,fail
2025-Q1,RC044,한민준,T06,자누비아정,24186000.0,24186000.0,3,3,3,0,0,fail
2025-Q1,RC044,한민준,T06,카나브정,21948522.0,21948522.0,5,5,5,0,0,fail
2025-Q1,RC044,한민준,T06,타미플루캡슐,56017800.0,56017800.0,5,5,5,0,0,fail
2025-Q1,RC044,한민준,T06,트라젠타정,10734800.0,10734800.0,6,6,6,0,0,fail
2025-Q1,RC044,한민준,T06,플라빅스정,27090000.0,27090000.0,5,5,5,0,0,fail
2025-Q1,RC045,서현우,T07,가브스정,28827828.0,28827828.0,3,3,3,0,0,fail
2025-Q1,RC045,서현우,T07,글루코파지정,6081706.0,6081706.0,4,4,4,0,0,fail
2025-Q1,RC045,서현우,T07,네시나정,28935839.0,28935839.0,4,4,4,0,0,fail
2025-Q1,RC045,서현우,T07,넥시움정,15664647.0,15664647.0,3,3,3,0,0,fail
2025-Q1,RC045,서현우,T07,디아미크롱서방정,7182000.0,7182000.0,2,2,2,0,0,fail
2025-Q1,RC045,서현우,T07,로수젯정,21892470.0,21892470.0,5,5,5,0,0,fail
2025-Q1,RC045,서현우,T07,록소르정,12977800.0,12977800.0,5,5,5,0,0,fail
2025-Q1,RC045,서현우,T07,리피토정,3019500.0,3019500.0,2,2,2,0,0,fail
2025-Q1,RC045,서현우,T07,서스펜정,14599875.0,14599875.0,5,5,5,0,0,fail
2025-Q1,RC045,서현우,T07,세파클러캡슐,9848000.0,9848000.0,3,3,3,0,0,fail
2025-Q1,RC045,서현우,T07,아모잘탄정,13944427.0,13944427.0,3,3,3,0,0,fail
2025-Q1,RC045,서현우,T07,아토젯정,56169612.0,56169612.0,3,3,3,0,0,fail
2025-Q1,RC045,서현우,T07,엑스포지정,14655720.0,14655720.0,4,4,4,0,0,fail
2025-Q1,RC045,서현우,T07,올메텍정,31407901.0,31407901.0,8,8,8,0,0,fail
2025-Q1,RC045,서현우,T07,자누비아정,62214000.0,62214000.0,2,2,2,0,0,fail
2025-Q1,RC045,서현우,T07,카나브정,4513464.0,4513464.0,3,3,3,0,0,fail
2025-Q1,RC045,서현우,T07,타미플루캡슐,24388900.0,24388900.0,3,3,3,0,0,fail
2025-Q1,RC045,서현우,T07,트라젠타정,11693600.0,11693600.0,6,6,6,0,0,fail
2025-Q1,RC045,서현우,T07,플라빅스정,51534000.0,51534000.0,3,3,3,0,0,fail
2025-Q1,RC046,전영수,T07,가브스정,2555300.0,2555300.0,2,2,2,0,0,fail
2025-Q1,RC046,전영수,T07,글루코파지정,16774485.0,16774485.0,4,4,4,0,0,fail
2025-Q1,RC046,전영수,T07,네시나정,32763866.0,32763866.0,5,5,5,0,0,fail
2025-Q1,RC046,전영수,T07,넥시움정,2060100.0,2060100.0,1,1,1,0,0,fail
2025-Q1,RC046,전영수,T07,디아미크롱서방정,2728000.0,2728000.0,4,4,4,0,0,fail
2025-Q1,RC046,전영수,T07,로수젯정,1346700.0,1346700.0,1,1,1,0,0,fail
2025-Q1,RC046,전영수,T07,록소르정,4378000.0,4378000.0,4,4,4,0,0,fail
2025-Q1,RC046,전영수,T07,리피토정,15307221.0,15307221.0,5,5,5,0,0,fail
2025-Q1,RC046,전영수,T07,서스펜정,20969013.0,20969013.0,6,6,6,0,0,fail
2025-Q1,RC046,전영수,T07,세파클러캡슐,23959000.0,23959000.0,2,2,2,0,0,fail
2025-Q1,RC046,전영수,T07,아모잘탄정,11774634.0,11774634.0,5,5,5,0,0,fail
2025-Q1,RC046,전영수,T07,아토르바정,13913653.0,13913653.0,4,4,4,0,0,fail
2025-Q1,RC046,전영수,T07,아토젯정,12927600.0,12927600.0,5,5,5,0,0,fail
2025-Q1,RC046,전영수,T07,엑스포지정,38353746.0,38353746.0,4,4,4,0,0,fail
2025-Q1,RC046,전영수,T07,올메텍정,27571004.0,27571004.0,5,5,5,0,0,fail
2025-Q1,RC046,전영수,T07,자누비아정,65348000.0,65348000.0,3,3,3,0,0,fail
2025-Q1,RC046,전영수,T07,카나브정,19608234.0,19608234.0,5,5,5,0,0,fail
2025-Q1,RC046,전영수,T07,타미플루캡슐,86551100.0,86551100.0,4,4,4,0,0,fail
2025-Q1,RC046,전영수,T07,트라젠타정,10227200.0,10227200.0,5,5,5,0,0,fail
2025-Q1,RC046,전영수,T07,플라빅스정,33516000.0,33516000.0,4,4,4,0,0,fail
2025-Q1,RC047,조소연,T07,가브스정,43008795.0,43008795.0,5,5,5,0,0,fail
2025-Q1,RC047,조소연,T07,글루코파지정,10107771.0,10107771.0,2,2,2,0,0,fail
2025-Q1,RC047,조소연,T07,네시나정,10518113.0,10518113.0,5,5,5,0,0,fail
2025-Q1,RC047,조소연,T07,넥시움정,18365565.0,18365565.0,2,2,2,0,0,fail
2025-Q1,RC047,조소연,T07,디아미크롱서방정,9437800.0,9437800.0,2,2,2,0,0,fail
2025-Q1,RC047,조소연,T07,로수젯정,29010930.0,29010930.0,4,4,4,0,0,fail
2025-Q1,RC047,조소연,T07,록소르정,4266200.0,4266200.0,3,3,3,0,0,fail
2025-Q1,RC047,조소연,T07,리피토정,2065011.0,2065011.0,3,3,3,0,0,fail
2025-Q1,RC047,조소연,T07,서스펜정,8841486.0,8841486.0,3,3,3,0,0,fail
2025-Q1,RC047,조소연,T07,세파클러캡슐,20436300.0,20436300.0,5,5,5,0,0,fail
2025-Q1,RC047,조소연,T07,아모잘탄정,22040649.0,22040649.0,2,2,2,0,0,fail
2025-Q1,RC047,조소연,T07,아토젯정,48346857.0,48346857.0,4,4,4,0,0,fail
2025-Q1,RC047,조소연,T07,엑스포지정,648000.0,648000.0,1,1,1,0,0,fail
2025-Q1,RC047,조소연,T07,올메텍정,49447533.0,49447533.0,7,7,7,0,0,fail
2025-Q1,RC047,조소연,T07,자누비아정,59646000.0,59646000.0,4,4,4,0,0,fail
2025-Q1,RC047,조소연,T07,카나브정,33709659.0,33709659.0,4,4,4,0,0,fail
2025-Q1,RC047,조소연,T07,타미플루캡슐,74126000.0,74126000.0,5,5,5,0,0,fail
2025-Q1,RC047,조소연,T07,트라젠타정,9719600.0,9719600.0,5,5,5,0,0,fail
2025-Q1,RC047,조소연,T07,플라빅스정,41076000.0,41076000.0,4,4,4,0,0,fail
2025-Q1,RC048,박성민,T07,가브스정,7040500.0,7040500.0,3,3,3,0,0,fail
2025-Q1,RC048,박성민,T07,글루코파지정,662700.0,662700.0,2,2,2,0,0,fail
2025-Q1,RC048,박성민,T07,네시나정,35447873.0,35447873.0,5,5,5,0,0,fail
2025-Q1,RC048,박성민,T07,넥시움정,7432756.0,7432756.0,3,3,3,0,0,fail
2025-Q1,RC048,박성민,T07,디아미크롱서방정,11400000.0,11400000.0,1,1,1,0,0,fail
2025-Q1,RC048,박성민,T07,로수젯정,57720666.0,57720666.0,5,5,5,0,0,fail
2025-Q1,RC048,박성민,T07,록소르정,4656600.0,4656600.0,2,2,2,0,0,fail
2025-Q1,RC048,박성민,T07,리피토정,53897031.0,53897031.0,7,7,7,0,0,fail
2025-Q1,RC048,박성민,T07,서스펜정,13715223.0,13715223.0,4,4,4,0,0,fail
2025-Q1,RC048,박성민,T07,세파클러캡슐,10955500.0,10955500.0,4,4,4,0,0,fail
2025-Q1,RC048,박성민,T07,아모잘탄정,69136676.0,69136676.0,11,11,11,0,0,fail
2025-Q1,RC048,박성민,T07,아토르바정,13255845.0,13255845.0,3,3,3,0,0,fail
2025-Q1,RC048,박성민,T07,아토젯정,29040354.0,29040354.0,4,4,4,0,0,fail
2025-Q1,RC048,박성민,T07,엑스포지정,40637754.0,40637754.0,3,3,3,0,0,fail
2025-Q1,RC048,박성민,T07,올메텍정,9628116.0,9628116.0,2,2,2,0,0,fail
2025-Q1,RC048,박성민,T07,자누비아정,21046000.0,21046000.0,4,4,4,0,0,fail
2025-Q1,RC048,박성민,T07,카나브정,34647147.0,34647147.0,7,7,7,0,0,fail
2025-Q1,RC048,박성민,T07,타미플루캡슐,23716000.0,23716000.0,4,4,4,0,0,fail
2025-Q1,RC048,박성민,T07,트라젠타정,11919200.0,11919200.0,6,6,6,0,0,fail
2025-Q1,RC048,박성민,T07,플라빅스정,46746000.0,46746000.0,4,4,4,0,0,fail
2025-Q1,RC049,이소연,T07,가브스정,7188000.0,7188000.0,5,5,5,0,0,fail
2025-Q1,RC049,이소연,T07,글루코파지정,4253190.0,4253190.0,3,3,3,0,0,fail
2025-Q1,RC049,이소연,T07,네시나정,30897686.0,30897686.0,5,5,5,0,0,fail
2025-Q1,RC049,이소연,T07,넥시움정,26622242.0,26622242.0,5,5,5,0,0,fail
2025-Q1,RC049,이소연,T07,디아미크롱서방정,18104400.0,18104400.0,4,4,4,0,0,fail
2025-Q1,RC049,이소연,T07,로수젯정,75092574.0,75092574.0,5,5,5,0,0,fail
2025-Q1,RC049,이소연,T07,록소르정,9998800.0,9998800.0,3,3,3,0,0,fail
2025-Q1,RC049,이소연,T07,리피토정,11763510.0,11763510.0,2,2,2,0,0,fail
2025-Q1,RC049,이소연,T07,서스펜정,6855996.0,6855996.0,2,2,2,0,0,fail
2025-Q1,RC049,이소연,T07,세파클러캡슐,23437100.0,23437100.0,6,6,6,0,0,fail
2025-Q1,RC049,이소연,T07,아모잘탄정,21261862.0,21261862.0,3,3,3,0,0,fail
2025-Q1,RC049,이소연,T07,아토르바정,6142129.0,6142129.0,2,2,2,0,0,fail
2025-Q1,RC049,이소연,T07,아토젯정,44447733.0,44447733.0,4,4,4,0,0,fail
2025-Q1,RC049,이소연,T07,엑스포지정,45450699.0,45450699.0,3,3,3,0,0,fail
2025-Q1,RC049,이소연,T07,올메텍정,1404200.0,1404200.0,1,1,1,0,0,fail
2025-Q1,RC049,이소연,T07,자누비아정,67512000.0,67512000.0,2,2,2,0,0,fail
2025-Q1,RC049,이소연,T07,카나브정,14741271.0,14741271.0,3,3,3,0,0,fail
2025-Q1,RC049,이소연,T07,타미플루캡슐,51477400.0,51477400.0,6,6,6,0,0,fail
2025-Q1,RC049,이소연,T07,트라젠타정,13047200.0,13047200.0,7,7,7,0,0,fail
2025-Q1,RC049,이소연,T07,플라빅스정,73962000.0,73962000.0,6,6,6,0,0,fail
2025-Q1,RC050,윤미정,T07,가브스정,27789495.0,27789495.0,8,8,8,0,0,fail
2025-Q1,RC050,윤미정,T07,글루코파지정,18498640.0,18498640.0,7,7,7,0,0,fail
2025-Q1,RC050,윤미정,T07,네시나정,16796865.0,16796865.0,4,4,4,0,0,fail
2025-Q1,RC050,윤미정,T07,넥시움정,24122537.0,24122537.0,4,4,4,0,0,fail
2025-Q1,RC050,윤미정,T07,디아미크롱서방정,266600.0,266600.0,1,1,1,0,0,fail
2025-Q1,RC050,윤미정,T07,로수젯정,123185340.0,123185340.0,6,6,6,0,0,fail
2025-Q1,RC050,윤미정,T07,록소르정,2534600.0,2534600.0,7,7,7,0,0,fail
2025-Q1,RC050,윤미정,T07,리피토정,57027267.0,57027267.0,11,11,11,0,0,fail
2025-Q1,RC050,윤미정,T07,서스펜정,19519695.0,19519695.0,2,2,2,0,0,fail
2025-Q1,RC050,윤미정,T07,세파클러캡슐,47627000.0,47627000.0,3,3,3,0,0,fail
2025-Q1,RC050,윤미정,T07,아모잘탄정,36471851.0,36471851.0,5,5,5,0,0,fail
2025-Q1,RC050,윤미정,T07,아토르바정,11522275.0,11522275.0,4,4,4,0,0,fail
2025-Q1,RC050,윤미정,T07,아토젯정,35056278.0,35056278.0,3,3,3,0,0,fail
2025-Q1,RC050,윤미정,T07,엑스포지정,43372540.0,43372540.0,4,4,4,0,0,fail
2025-Q1,RC050,윤미정,T07,올메텍정,12322539.0,12322539.0,2,2,2,0,0,fail
2025-Q1,RC050,윤미정,T07,자누비아정,68024000.0,68024000.0,2,2,2,0,0,fail
2025-Q1,RC050,윤미정,T07,카나브정,19669128.0,19669128.0,6,6,6,0,0,fail
2025-Q1,RC050,윤미정,T07,타미플루캡슐,27655700.0,27655700.0,4,4,4,0,0,fail
2025-Q1,RC050,윤미정,T07,트라젠타정,7595200.0,7595200.0,6,6,6,0,0,fail
2025-Q1,RC050,윤미정,T07,플라빅스정,72450000.0,72450000.0,5,5,5,0,0,fail
2025-Q1,RC051,임연우,T07,가브스정,4060200.0,4060200.0,3,3,3,0,0,fail
2025-Q1,RC051,임연우,T07,글루코파지정,12968775.0,12968775.0,4,4,4,0,0,fail
2025-Q1,RC051,임연우,T07,네시나정,2508500.0,2508500.0,2,2,2,0,0,fail
2025-Q1,RC051,임연우,T07,넥시움정,17434756.0,17434756.0,3,3,3,0,0,fail
2025-Q1,RC051,임연우,T07,디아미크롱서방정,19271200.0,19271200.0,5,5,5,0,0,fail
2025-Q1,RC051,임연우,T07,로수젯정,31071639.0,31071639.0,4,4,4,0,0,fail
2025-Q1,RC051,임연우,T07,록소르정,2737800.0,2737800.0,5,5,5,0,0,fail
2025-Q1,RC051,임연우,T07,리피토정,26347962.0,26347962.0,7,7,7,0,0,fail
2025-Q1,RC051,임연우,T07,서스펜정,2297700.0,2297700.0,3,3,3,0,0,fail
2025-Q1,RC051,임연우,T07,세파클러캡슐,33883100.0,33883100.0,5,5,5,0,0,fail
2025-Q1,RC051,임연우,T07,아모잘탄정,9318956.0,9318956.0,5,5,5,0,0,fail
2025-Q1,RC051,임연우,T07,아토르바정,324800.0,324800.0,1,1,1,0,0,fail
2025-Q1,RC051,임연우,T07,아토젯정,16470171.0,16470171.0,4,4,4,0,0,fail
2025-Q1,RC051,임연우,T07,엑스포지정,388000.0,388000.0,1,1,1,0,0,fail
2025-Q1,RC051,임연우,T07,올메텍정,2275000.0,2275000.0,2,2,2,0,0,fail
2025-Q1,RC051,임연우,T07,자누비아정,115438000.0,115438000.0,3,3,3,0,0,fail
2025-Q1,RC051,임연우,T07,카나브정,28935300.0,28935300.0,3,3,3,0,0,fail
2025-Q1,RC051,임연우,T07,타미플루캡슐,36232300.0,36232300.0,5,5,5,0,0,fail
2025-Q1,RC051,임연우,T07,트라젠타정,11505600.0,11505600.0,7,7,7,0,0,fail
2025-Q1,RC051,임연우,T07,플라빅스정,65772000.0,65772000.0,7,7,7,0,0,fail
2025-Q1,RC052,박영희,T08,가브스정,58873733.0,58873733.0,11,11,11,0,0,fail
2025-Q1,RC052,박영희,T08,글루코파지정,6696677.0,6696677.0,3,3,3,0,0,fail
2025-Q1,RC052,박영희,T08,네시나정,112439554.0,112439554.0,9,9,9,0,0,fail
2025-Q1,RC052,박영희,T08,넥시움정,66498204.0,66498204.0,9,9,9,0,0,fail
2025-Q1,RC052,박영희,T08,디아미크롱서방정,28639200.0,28639200.0,7,7,7,0,0,fail
2025-Q1,RC052,박영희,T08,로수젯정,18315894.0,18315894.0,2,2,2,0,0,fail
2025-Q1,RC052,박영희,T08,록소르정,17322800.0,17322800.0,6,6,6,0,0,fail
2025-Q1,RC052,박영희,T08,리피토정,55065966.0,55065966.0,9,9,9,0,0,fail
2025-Q1,RC052,박영희,T08,서스펜정,20810691.0,20810691.0,6,6,6,0,0,fail
2025-Q1,RC052,박영희,T08,세파클러캡슐,43099100.0,43099100.0,6,6,6,0,0,fail
2025-Q1,RC052,박영희,T08,아모잘탄정,10836400.0,10836400.0,7,7,7,0,0,fail
2025-Q1,RC052,박영희,T08,아토르바정,48789449.0,48789449.0,12,12,12,0,0,fail
2025-Q1,RC052,박영희,T08,아토젯정,101254338.0,101254338.0,7,7,7,0,0,fail
2025-Q1,RC052,박영희,T08,엑스포지정,40797198.0,40797198.0,7,7,7,0,0,fail
2025-Q1,RC052,박영희,T08,올메텍정,32350280.0,32350280.0,7,7,7,0,0,fail
2025-Q1,RC052,박영희,T08,자누비아정,24730000.0,24730000.0,4,4,4,0,0,fail
2025-Q1,RC052,박영희,T08,카나브정,32015010.0,32015010.0,7,7,7,0,0,fail
2025-Q1,RC052,박영희,T08,타미플루캡슐,40620300.0,40620300.0,2,2,2,0,0,fail
2025-Q1,RC052,박영희,T08,트라젠타정,29215200.0,29215200.0,15,15,15,0,0,fail
2025-Q1,RC052,박영희,T08,플라빅스정,54810000.0,54810000.0,5,5,5,0,0,fail
2025-Q1,RC053,최우진,T08,가브스정,105964314.0,105964314.0,12,12,12,0,0,fail
2025-Q1,RC053,최우진,T08,글루코파지정,5743367.0,5743367.0,5,5,5,0,0,fail
2025-Q1,RC053,최우진,T08,네시나정,147703251.0,147703251.0,13,13,13,0,0,fail
2025-Q1,RC053,최우진,T08,넥시움정,59691846.0,59691846.0,7,7,7,0,0,fail
2025-Q1,RC053,최우진,T08,디아미크롱서방정,12529600.0,12529600.0,7,7,7,0,0,fail
2025-Q1,RC053,최우진,T08,로수젯정,74839131.0,74839131.0,7,7,7,0,0,fail
2025-Q1,RC053,최우진,T08,록소르정,235600.0,235600.0,2,2,2,0,0,fail
2025-Q1,RC053,최우진,T08,리피토정,29931990.0,29931990.0,7,7,7,0,0,fail
2025-Q1,RC053,최우진,T08,서스펜정,11358336.0,11358336.0,2,2,2,0,0,fail
2025-Q1,RC053,최우진,T08,세파클러캡슐,44281500.0,44281500.0,7,7,7,0,0,fail
2025-Q1,RC053,최우진,T08,아모잘탄정,44830442.0,44830442.0,7,7,7,0,0,fail
2025-Q1,RC053,최우진,T08,아토르바정,7129771.0,7129771.0,7,7,7,0,0,fail
2025-Q1,RC053,최우진,T08,아토젯정,156872556.0,156872556.0,9,9,9,0,0,fail
2025-Q1,RC053,최우진,T08,엑스포지정,24865482.0,24865482.0,4,4,4,0,0,fail
2025-Q1,RC053,최우진,T08,올메텍정,37993634.0,37993634.0,5,5,5,0,0,fail
2025-Q1,RC053,최우진,T08,자누비아정,227936000.0,227936000.0,9,9,9,0,0,fail
2025-Q1,RC053,최우진,T08,카나브정,5619591.0,5619591.0,4,4,4,0,0,fail
2025-Q1,RC053,최우진,T08,타미플루캡슐,17901500.0,17901500.0,3,3,3,0,0,fail
2025-Q1,RC053,최우진,T08,트라젠타정,10020400.0,10020400.0,7,7,7,0,0,fail
2025-Q1,RC053,최우진,T08,플라빅스정,102690000.0,102690000.0,8,8,8,0,0,fail
2025-Q1,RC054,황태윤,T08,가브스정,63320809.0,63320809.0,6,6,6,0,0,fail
2025-Q1,RC054,황태윤,T08,글루코파지정,35998751.0,35998751.0,8,8,8,0,0,fail
2025-Q1,RC054,황태윤,T08,네시나정,50992689.0,50992689.0,6,6,6,0,0,fail
2025-Q1,RC054,황태윤,T08,넥시움정,72968774.0,72968774.0,9,9,9,0,0,fail
2025-Q1,RC054,황태윤,T08,디아미크롱서방정,8360600.0,8360600.0,4,4,4,0,0,fail
2025-Q1,RC054,황태윤,T08,로수젯정,109722321.0,109722321.0,12,12,12,0,0,fail
2025-Q1,RC054,황태윤,T08,록소르정,7239600.0,7239600.0,4,4,4,0,0,fail
2025-Q1,RC054,황태윤,T08,리피토정,29700864.0,29700864.0,6,6,6,0,0,fail
2025-Q1,RC054,황태윤,T08,서스펜정,12157662.0,12157662.0,7,7,7,0,0,fail
2025-Q1,RC054,황태윤,T08,세파클러캡슐,44494800.0,44494800.0,5,5,5,0,0,fail
2025-Q1,RC054,황태윤,T08,아모잘탄정,46719235.0,46719235.0,9,9,9,0,0,fail
2025-Q1,RC054,황태윤,T08,아토르바정,6214800.0,6214800.0,5,5,5,0,0,fail
2025-Q1,RC054,황태윤,T08,아토젯정,107202114.0,107202114.0,11,11,11,0,0,fail
2025-Q1,RC054,황태윤,T08,엑스포지정,31410627.0,31410627.0,7,7,7,0,0,fail
2025-Q1,RC054,황태윤,T08,올메텍정,15809376.0,15809376.0,3,3,3,0,0,fail
2025-Q1,RC054,황태윤,T08,자누비아정,239898000.0,239898000.0,9,9,9,0,0,fail
2025-Q1,RC054,황태윤,T08,카나브정,55116984.0,55116984.0,11,11,11,0,0,fail
2025-Q1,RC054,황태윤,T08,타미플루캡슐,51257000.0,51257000.0,6,6,6,0,0,fail
2025-Q1,RC054,황태윤,T08,트라젠타정,13536000.0,13536000.0,9,9,9,0,0,fail
2025-Q1,RC054,황태윤,T08,플라빅스정,8190000.0,8190000.0,2,2,2,0,0,fail
2025-Q1,RC055,서은우,T08,가브스정,105252000.0,105252000.0,10,10,10,0,0,fail
2025-Q1,RC055,서은우,T08,글루코파지정,3773898.0,3773898.0,2,2,2,0,0,fail
2025-Q1,RC055,서은우,T08,네시나정,74060460.0,74060460.0,5,5,5,0,0,fail
