year (연도),rep_id (담당자ID),rep_name (담당자명),territory_code (영업권역코드),brand (브랜드),amount_pre_share (쉐어전금액),amount_post_share (쉐어후금액),ship_count (출고건수),share_applied_count (룰적용건수),direct_rules_count (직접룰건수),extended_rules_count (연장룰건수),none_rules_count (미적용건수),data_quality_flag (데이터품질플래그)
2025,RC015,윤민아,T02,타미플루캡슐,135381900.0,135381900.0,16,16,16,0,0,pass
2025,RC015,윤민아,T02,트라젠타정,24176800.0,24176800.0,11,11,11,0,0,pass
2025,RC015,윤민아,T02,플라빅스정,60480000.0,60480000.0,5,5,5,0,0,pass
2025,RC016,송하윤,T02,가브스정,169696853.0,169696853.0,12,12,12,0,0,pass
2025,RC016,송하윤,T02,글루코파지정,32255600.0,32255600.0,11,11,11,0,0,pass
2025,RC016,송하윤,T02,네시나정,100890464.0,100890464.0,10,10,10,0,0,pass
2025,RC016,송하윤,T02,넥시움정,55158490.0,55158490.0,10,10,10,0,0,pass
2025,RC016,송하윤,T02,디아미크롱서방정,32564600.0,32564600.0,12,12,12,0,0,pass
2025,RC016,송하윤,T02,로수젯정,153409107.0,153409107.0,17,17,17,0,0,pass
2025,RC016,송하윤,T02,록소르정,38779800.0,38779800.0,18,18,18,0,0,pass
2025,RC016,송하윤,T02,리피토정,89818626.0,89818626.0,23,23,23,0,0,pass
2025,RC016,송하윤,T02,서스펜정,20742138.0,20742138.0,10,10,10,0,0,pass
2025,RC016,송하윤,T02,세파클러캡슐,99518000.0,99518000.0,15,15,15,0,0,pass
2025,RC016,송하윤,T02,아모잘탄정,20030709.0,20030709.0,7,7,7,0,0,pass
2025,RC016,송하윤,T02,아토르바정,79883476.0,79883476.0,16,16,16,0,0,pass
2025,RC016,송하윤,T02,아토젯정,135088821.0,135088821.0,10,10,10,0,0,pass
2025,RC016,송하윤,T02,엑스포지정,37922844.0,37922844.0,10,10,10,0,0,pass
2025,RC016,송하윤,T02,올메텍정,39851818.0,39851818.0,17,17,17,0,0,pass
2025,RC016,송하윤,T02,자누비아정,211826000.0,211826000.0,11,11,11,0,0,pass
2025,RC016,송하윤,T02,카나브정,30258630.0,30258630.0,10,10,10,0,0,pass
2025,RC016,송하윤,T02,타미플루캡슐,229986600.0,229986600.0,16,16,16,0,0,pass
2025,RC016,송하윤,T02,트라젠타정,18800000.0,18800000.0,12,12,12,0,0,pass
2025,RC016,송하윤,T02,플라빅스정,124488000.0,124488000.0,10,10,10,0,0,pass
2025,RC017,김하랑,T02,가브스정,26323754.0,26323754.0,10,10,10,0,0,pass
2025,RC017,김하랑,T02,글루코파지정,23676964.0,23676964.0,9,9,9,0,0,pass
2025,RC017,김하랑,T02,네시나정,87828466.0,87828466.0,10,10,10,0,0,pass
2025,RC017,김하랑,T02,넥시움정,71293585.0,71293585.0,17,17,17,0,0,pass
2025,RC017,김하랑,T02,디아미크롱서방정,25166200.0,25166200.0,10,10,10,0,0,pass
2025,RC017,김하랑,T02,로수젯정,172912431.0,172912431.0,15,15,15,0,0,pass
2025,RC017,김하랑,T02,록소르정,29655400.0,29655400.0,16,16,16,0,0,pass
2025,RC017,김하랑,T02,리피토정,34829334.0,34829334.0,15,15,15,0,0,pass
2025,RC017,김하랑,T02,서스펜정,54844488.0,54844488.0,12,12,12,0,0,pass
2025,RC017,김하랑,T02,세파클러캡슐,40108100.0,40108100.0,15,15,15,0,0,pass
2025,RC017,김하랑,T02,아모잘탄정,48717388.0,48717388.0,10,10,10,0,0,pass
2025,RC017,김하랑,T02,아토르바정,19458908.0,19458908.0,15,15,15,0,0,pass
2025,RC017,김하랑,T02,아토젯정,155606886.0,155606886.0,14,14,14,0,0,pass
2025,RC017,김하랑,T02,엑스포지정,109830190.0,109830190.0,15,15,15,0,0,pass
2025,RC017,김하랑,T02,올메텍정,28353478.0,28353478.0,15,15,15,0,0,pass
2025,RC017,김하랑,T02,자누비아정,353470000.0,353470000.0,18,18,18,0,0,pass
2025,RC017,김하랑,T02,카나브정,36081405.0,36081405.0,10,10,10,0,0,pass
2025,RC017,김하랑,T02,타미플루캡슐,162490100.0,162490100.0,14,14,14,0,0,pass
2025,RC017,김하랑,T02,트라젠타정,18217200.0,18217200.0,10,10,10,0,0,pass
2025,RC017,김하랑,T02,플라빅스정,122976000.0,122976000.0,11,11,11,0,0,pass
2025,RC018,전준우,T03,가브스정,85409370.0,85409370.0,15,15,15,0,0,pass
2025,RC018,전준우,T03,글루코파지정,36846129.0,36846129.0,8,8,8,0,0,pass
2025,RC018,전준우,T03,네시나정,147807912.0,147807912.0,17,17,17,0,0,pass
2025,RC018,전준우,T03,넥시움정,56005789.0,56005789.0,11,11,11,0,0,pass
2025,RC018,전준우,T03,디아미크롱서방정,18886400.0,18886400.0,12,12,12,0,0,pass
2025,RC018,전준우,T03,로수젯정,136041993.0,136041993.0,8,8,8,0,0,pass
2025,RC018,전준우,T03,록소르정,8438200.0,8438200.0,6,6,6,0,0,pass
2025,RC018,전준우,T03,리피토정,78185625.0,78185625.0,14,14,14,0,0,pass
2025,RC018,전준우,T03,서스펜정,21352500.0,21352500.0,10,10,10,0,0,pass
2025,RC018,전준우,T03,세파클러캡슐,22017300.0,22017300.0,11,11,11,0,0,pass
2025,RC018,전준우,T03,아모잘탄정,111045149.0,111045149.0,15,15,15,0,0,pass
2025,RC018,전준우,T03,아토르바정,41315176.0,41315176.0,15,15,15,0,0,pass
2025,RC018,전준우,T03,아토젯정,196361667.0,196361667.0,13,13,13,0,0,pass
2025,RC018,전준우,T03,엑스포지정,106260210.0,106260210.0,13,13,13,0,0,pass
2025,RC018,전준우,T03,올메텍정,55378693.0,55378693.0,17,17,17,0,0,pass
2025,RC018,전준우,T03,자누비아정,139350000.0,139350000.0,13,13,13,0,0,pass
2025,RC018,전준우,T03,카나브정,46107105.0,46107105.0,8,8,8,0,0,pass
2025,RC018,전준우,T03,타미플루캡슐,93562800.0,93562800.0,11,11,11,0,0,pass
2025,RC018,전준우,T03,트라젠타정,33294800.0,33294800.0,14,14,14,0,0,pass
2025,RC018,전준우,T03,플라빅스정,146160000.0,146160000.0,12,12,12,0,0,pass
2025,RC019,조현정,T03,가브스정,45264990.0,45264990.0,8,8,8,0,0,pass
2025,RC019,조현정,T03,글루코파지정,34739451.0,34739451.0,13,13,13,0,0,pass
2025,RC019,조현정,T03,네시나정,131165350.0,131165350.0,11,11,11,0,0,pass
2025,RC019,조현정,T03,넥시움정,43345937.0,43345937.0,13,13,13,0,0,pass
2025,RC019,조현정,T03,디아미크롱서방정,45071400.0,45071400.0,14,14,14,0,0,pass
2025,RC019,조현정,T03,로수젯정,154094343.0,154094343.0,9,9,9,0,0,pass
2025,RC019,조현정,T03,록소르정,20028800.0,20028800.0,9,9,9,0,0,pass
2025,RC019,조현정,T03,리피토정,64727625.0,64727625.0,10,10,10,0,0,pass
2025,RC019,조현정,T03,서스펜정,25481166.0,25481166.0,11,11,11,0,0,pass
2025,RC019,조현정,T03,세파클러캡슐,69511700.0,69511700.0,12,12,12,0,0,pass
2025,RC019,조현정,T03,아모잘탄정,66495186.0,66495186.0,11,11,11,0,0,pass
2025,RC019,조현정,T03,아토르바정,29032903.0,29032903.0,10,10,10,0,0,pass
2025,RC019,조현정,T03,아토젯정,175025691.0,175025691.0,14,14,14,0,0,pass
2025,RC019,조현정,T03,엑스포지정,56698491.0,56698491.0,10,10,10,0,0,pass
2025,RC019,조현정,T03,올메텍정,61219341.0,61219341.0,15,15,15,0,0,pass
2025,RC019,조현정,T03,자누비아정,148678000.0,148678000.0,12,12,12,0,0,pass
2025,RC019,조현정,T03,카나브정,81645282.0,81645282.0,16,16,16,0,0,pass
2025,RC019,조현정,T03,타미플루캡슐,236625300.0,236625300.0,14,14,14,0,0,pass
2025,RC019,조현정,T03,트라젠타정,7820800.0,7820800.0,5,5,5,0,0,pass
2025,RC019,조현정,T03,플라빅스정,146664000.0,146664000.0,11,11,11,0,0,pass
2025,RC020,권지민,T03,가브스정,38199471.0,38199471.0,7,7,7,0,0,pass
2025,RC020,권지민,T03,글루코파지정,39340047.0,39340047.0,13,13,13,0,0,pass
2025,RC020,권지민,T03,네시나정,123955479.0,123955479.0,13,13,13,0,0,pass
2025,RC020,권지민,T03,넥시움정,37204928.0,37204928.0,8,8,8,0,0,pass
2025,RC020,권지민,T03,디아미크롱서방정,27150400.0,27150400.0,8,8,8,0,0,pass
2025,RC020,권지민,T03,로수젯정,116576625.0,116576625.0,12,12,12,0,0,pass
2025,RC020,권지민,T03,록소르정,30209400.0,30209400.0,11,11,11,0,0,pass
2025,RC020,권지민,T03,리피토정,73380567.0,73380567.0,14,14,14,0,0,pass
2025,RC020,권지민,T03,서스펜정,37862481.0,37862481.0,17,17,17,0,0,pass
2025,RC020,권지민,T03,세파클러캡슐,25971700.0,25971700.0,15,15,15,0,0,pass
2025,RC020,권지민,T03,아모잘탄정,59188636.0,59188636.0,9,9,9,0,0,pass
2025,RC020,권지민,T03,아토르바정,30141737.0,30141737.0,12,12,12,0,0,pass
2025,RC020,권지민,T03,아토젯정,89017182.0,89017182.0,14,14,14,0,0,pass
2025,RC020,권지민,T03,엑스포지정,121902909.0,121902909.0,14,14,14,0,0,pass
2025,RC020,권지민,T03,올메텍정,28611359.0,28611359.0,10,10,10,0,0,pass
2025,RC020,권지민,T03,자누비아정,144886000.0,144886000.0,12,12,12,0,0,pass
2025,RC020,권지민,T03,카나브정,61183905.0,61183905.0,13,13,13,0,0,pass
2025,RC020,권지민,T03,타미플루캡슐,43070800.0,43070800.0,7,7,7,0,0,pass
2025,RC020,권지민,T03,트라젠타정,25944000.0,25944000.0,12,12,12,0,0,pass
2025,RC020,권지민,T03,플라빅스정,185220000.0,185220000.0,14,14,14,0,0,pass
2025,RC021,윤다은,T03,가브스정,107532133.0,107532133.0,17,17,17,0,0,pass
2025,RC021,윤다은,T03,글루코파지정,52680604.0,52680604.0,12,12,12,0,0,pass
2025,RC021,윤다은,T03,네시나정,129953527.0,129953527.0,15,15,15,0,0,pass
2025,RC021,윤다은,T03,넥시움정,54801861.0,54801861.0,13,13,13,0,0,pass
2025,RC021,윤다은,T03,디아미크롱서방정,22115000.0,22115000.0,13,13,13,0,0,pass
2025,RC021,윤다은,T03,로수젯정,155430738.0,155430738.0,11,11,11,0,0,pass
2025,RC021,윤다은,T03,록소르정,21922800.0,21922800.0,9,9,9,0,0,pass
2025,RC021,윤다은,T03,리피토정,36733317.0,36733317.0,11,11,11,0,0,pass
2025,RC021,윤다은,T03,서스펜정,35677896.0,35677896.0,11,11,11,0,0,pass
2025,RC021,윤다은,T03,세파클러캡슐,20305600.0,20305600.0,8,8,8,0,0,pass
2025,RC021,윤다은,T03,아모잘탄정,65642312.0,65642312.0,14,14,14,0,0,pass
2025,RC021,윤다은,T03,아토르바정,38759971.0,38759971.0,13,13,13,0,0,pass
2025,RC021,윤다은,T03,아토젯정,118933011.0,118933011.0,12,12,12,0,0,pass
2025,RC021,윤다은,T03,엑스포지정,84104270.0,84104270.0,7,7,7,0,0,pass
2025,RC021,윤다은,T03,올메텍정,70164496.0,70164496.0,13,13,13,0,0,pass
2025,RC021,윤다은,T03,자누비아정,200466000.0,200466000.0,12,12,12,0,0,pass
2025,RC021,윤다은,T03,카나브정,28411932.0,28411932.0,10,10,10,0,0,pass
2025,RC021,윤다은,T03,타미플루캡슐,104838500.0,104838500.0,11,11,11,0,0,pass
2025,RC021,윤다은,T03,트라젠타정,23688000.0,23688000.0,15,15,15,0,0,pass
2025,RC021,윤다은,T03,플라빅스정,130662000.0,130662000.0,10,10,10,0,0,pass
2025,RC022,황지민,T03,가브스정,52789791.0,52789791.0,12,12,12,0,0,pass
2025,RC022,황지민,T03,글루코파지정,18659413.0,18659413.0,8,8,8,0,0,pass
2025,RC022,황지민,T03,네시나정,135867046.0,135867046.0,14,14,14,0,0,pass
2025,RC022,황지민,T03,넥시움정,71673507.0,71673507.0,13,13,13,0,0,pass
2025,RC022,황지민,T03,디아미크롱서방정,35243800.0,35243800.0,13,13,13,0,0,pass
2025,RC022,황지민,T03,로수젯정,47525376.0,47525376.0,8,8,8,0,0,pass
2025,RC022,황지민,T03,록소르정,22259200.0,22259200.0,11,11,11,0,0,pass
2025,RC022,황지민,T03,리피토정,54398862.0,54398862.0,13,13,13,0,0,pass
2025,RC022,황지민,T03,서스펜정,62033772.0,62033772.0,11,11,11,0,0,pass
2025,RC022,황지민,T03,세파클러캡슐,57716500.0,57716500.0,10,10,10,0,0,pass
2025,RC022,황지민,T03,아모잘탄정,100287037.0,100287037.0,13,13,13,0,0,pass
2025,RC022,황지민,T03,아토르바정,46530279.0,46530279.0,11,11,11,0,0,pass
2025,RC022,황지민,T03,아토젯정,156488949.0,156488949.0,10,10,10,0,0,pass
2025,RC022,황지민,T03,엑스포지정,97062053.0,97062053.0,14,14,14,0,0,pass
2025,RC022,황지민,T03,올메텍정,25560777.0,25560777.0,16,16,16,0,0,pass
2025,RC022,황지민,T03,자누비아정,157854000.0,157854000.0,12,12,12,0,0,pass
2025,RC022,황지민,T03,카나브정,17594727.0,17594727.0,5,5,5,0,0,pass
2025,RC022,황지민,T03,타미플루캡슐,158172000.0,158172000.0,14,14,14,0,0,pass
2025,RC022,황지민,T03,트라젠타정,17784800.0,17784800.0,11,11,11,0,0,pass
2025,RC022,황지민,T03,플라빅스정,96012000.0,96012000.0,13,13,13,0,0,pass
2025,RC023,임건우,T03,가브스정,97798999.0,97798999.0,20,20,20,0,0,pass
2025,RC023,임건우,T03,글루코파지정,35279680.0,35279680.0,8,8,8,0,0,pass
2025,RC023,임건우,T03,네시나정,83542544.0,83542544.0,9,9,9,0,0,pass
2025,RC023,임건우,T03,넥시움정,90148181.0,90148181.0,9,9,9,0,0,pass
2025,RC023,임건우,T03,디아미크롱서방정,40511600.0,40511600.0,12,12,12,0,0,pass
2025,RC023,임건우,T03,로수젯정,132068520.0,132068520.0,14,14,14,0,0,pass
2025,RC023,임건우,T03,록소르정,24087200.0,24087200.0,16,16,16,0,0,pass
2025,RC023,임건우,T03,리피토정,19818000.0,19818000.0,13,13,13,0,0,pass
2025,RC023,임건우,T03,서스펜정,35500395.0,35500395.0,11,11,11,0,0,pass
2025,RC023,임건우,T03,세파클러캡슐,58990200.0,58990200.0,8,8,8,0,0,pass
2025,RC023,임건우,T03,아모잘탄정,62303369.0,62303369.0,6,6,6,0,0,pass
2025,RC023,임건우,T03,아토르바정,17479274.0,17479274.0,9,9,9,0,0,pass
2025,RC023,임건우,T03,아토젯정,91453437.0,91453437.0,9,9,9,0,0,pass
2025,RC023,임건우,T03,엑스포지정,39205485.0,39205485.0,13,13,13,0,0,pass
2025,RC023,임건우,T03,올메텍정,23332790.0,23332790.0,13,13,13,0,0,pass
2025,RC023,임건우,T03,자누비아정,149990000.0,149990000.0,10,10,10,0,0,pass
2025,RC023,임건우,T03,카나브정,60081459.0,60081459.0,16,16,16,0,0,pass
2025,RC023,임건우,T03,타미플루캡슐,176983200.0,176983200.0,9,9,9,0,0,pass
2025,RC023,임건우,T03,트라젠타정,24684400.0,24684400.0,13,13,13,0,0,pass
2025,RC023,임건우,T03,플라빅스정,76608000.0,76608000.0,6,6,6,0,0,pass
2025,RC024,김하은,T03,가브스정,96222551.0,96222551.0,11,11,11,0,0,pass
2025,RC024,김하은,T03,글루코파지정,31013208.0,31013208.0,9,9,9,0,0,pass
2025,RC024,김하은,T03,네시나정,55049807.0,55049807.0,7,7,7,0,0,pass
2025,RC024,김하은,T03,넥시움정,74462948.0,74462948.0,12,12,12,0,0,pass
2025,RC024,김하은,T03,디아미크롱서방정,34346200.0,34346200.0,12,12,12,0,0,pass
2025,RC024,김하은,T03,로수젯정,104605290.0,104605290.0,9,9,9,0,0,pass
2025,RC024,김하은,T03,록소르정,22477000.0,22477000.0,14,14,14,0,0,pass
2025,RC024,김하은,T03,리피토정,17033823.0,17033823.0,7,7,7,0,0,pass
2025,RC024,김하은,T03,서스펜정,54120813.0,54120813.0,14,14,14,0,0,pass
2025,RC024,김하은,T03,세파클러캡슐,40990800.0,40990800.0,7,7,7,0,0,pass
2025,RC024,김하은,T03,아모잘탄정,59774486.0,59774486.0,15,15,15,0,0,pass
2025,RC024,김하은,T03,아토르바정,34180691.0,34180691.0,12,12,12,0,0,pass
2025,RC024,김하은,T03,아토젯정,74663694.0,74663694.0,14,14,14,0,0,pass
2025,RC024,김하은,T03,엑스포지정,93940878.0,93940878.0,14,14,14,0,0,pass
2025,RC024,김하은,T03,올메텍정,48823914.0,48823914.0,11,11,11,0,0,pass
2025,RC024,김하은,T03,자누비아정,229130000.0,229130000.0,10,10,10,0,0,pass
2025,RC024,김하은,T03,카나브정,72511086.0,72511086.0,15,15,15,0,0,pass
2025,RC024,김하은,T03,타미플루캡슐,184567600.0,184567600.0,17,17,17,0,0,pass
2025,RC024,김하은,T03,트라젠타정,22052400.0,22052400.0,12,12,12,0,0,pass
2025,RC024,김하은,T03,플라빅스정,142758000.0,142758000.0,12,12,12,0,0,pass
2025,RC025,강우진,T03,가브스정,102145306.0,102145306.0,9,9,9,0,0,pass
2025,RC025,강우진,T03,글루코파지정,52227425.0,52227425.0,13,13,13,0,0,pass
2025,RC025,강우진,T03,네시나정,88517136.0,88517136.0,19,19,19,0,0,pass
2025,RC025,강우진,T03,넥시움정,51423565.0,51423565.0,6,6,6,0,0,pass
2025,RC025,강우진,T03,디아미크롱서방정,21003000.0,21003000.0,6,6,6,0,0,pass
2025,RC025,강우진,T03,로수젯정,146685606.0,146685606.0,15,15,15,0,0,pass
2025,RC025,강우진,T03,록소르정,15485000.0,15485000.0,12,12,12,0,0,pass
2025,RC025,강우진,T03,리피토정,56638044.0,56638044.0,17,17,17,0,0,pass
2025,RC025,강우진,T03,서스펜정,44671431.0,44671431.0,8,8,8,0,0,pass
2025,RC025,강우진,T03,세파클러캡슐,56451300.0,56451300.0,12,12,12,0,0,pass
2025,RC025,강우진,T03,아모잘탄정,51220449.0,51220449.0,7,7,7,0,0,pass
2025,RC025,강우진,T03,아토르바정,31954647.0,31954647.0,8,8,8,0,0,pass
2025,RC025,강우진,T03,아토젯정,161262963.0,161262963.0,11,11,11,0,0,pass
2025,RC025,강우진,T03,엑스포지정,62884686.0,62884686.0,10,10,10,0,0,pass
2025,RC025,강우진,T03,올메텍정,76886585.0,76886585.0,10,10,10,0,0,pass
2025,RC025,강우진,T03,자누비아정,182130000.0,182130000.0,13,13,13,0,0,pass
2025,RC025,강우진,T03,카나브정,117575412.0,117575412.0,19,19,19,0,0,pass
2025,RC025,강우진,T03,타미플루캡슐,66165700.0,66165700.0,9,9,9,0,0,pass
2025,RC025,강우진,T03,트라젠타정,25154400.0,25154400.0,12,12,12,0,0,pass
2025,RC025,강우진,T03,플라빅스정,97524000.0,97524000.0,7,7,7,0,0,pass
2025,RC026,권정우,T03,가브스정,35242631.0,35242631.0,7,7,7,0,0,pass
2025,RC026,권정우,T03,글루코파지정,50498757.0,50498757.0,17,17,17,0,0,pass
2025,RC026,권정우,T03,네시나정,89111709.0,89111709.0,9,9,9,0,0,pass
2025,RC026,권정우,T03,넥시움정,70669129.0,70669129.0,12,12,12,0,0,pass
2025,RC026,권정우,T03,디아미크롱서방정,46608800.0,46608800.0,16,16,16,0,0,pass
2025,RC026,권정우,T03,로수젯정,76920552.0,76920552.0,10,10,10,0,0,pass
2025,RC026,권정우,T03,록소르정,8088200.0,8088200.0,9,9,9,0,0,pass
2025,RC026,권정우,T03,리피토정,41543190.0,41543190.0,9,9,9,0,0,pass
2025,RC026,권정우,T03,서스펜정,37185069.0,37185069.0,14,14,14,0,0,pass
2025,RC026,권정우,T03,세파클러캡슐,36262300.0,36262300.0,11,11,11,0,0,pass
2025,RC026,권정우,T03,아모잘탄정,26018972.0,26018972.0,10,10,10,0,0,pass
2025,RC026,권정우,T03,아토르바정,22204977.0,22204977.0,8,8,8,0,0,pass
2025,RC026,권정우,T03,아토젯정,134295885.0,134295885.0,10,10,10,0,0,pass
2025,RC026,권정우,T03,엑스포지정,92922497.0,92922497.0,14,14,14,0,0,pass
2025,RC026,권정우,T03,올메텍정,46490262.0,46490262.0,10,10,10,0,0,pass
2025,RC026,권정우,T03,자누비아정,251590000.0,251590000.0,10,10,10,0,0,pass
2025,RC026,권정우,T03,카나브정,48359292.0,48359292.0,14,14,14,0,0,pass
2025,RC026,권정우,T03,타미플루캡슐,97946000.0,97946000.0,16,16,16,0,0,pass
2025,RC026,권정우,T03,트라젠타정,9099200.0,9099200.0,6,6,6,0,0,pass
2025,RC026,권정우,T03,플라빅스정,176652000.0,176652000.0,13,13,13,0,0,pass
2025,RC027,오예린,T03,가브스정,61663566.0,61663566.0,8,8,8,0,0,pass
2025,RC027,오예린,T03,글루코파지정,22572679.0,22572679.0,7,7,7,0,0,pass
2025,RC027,오예린,T03,네시나정,77470282.0,77470282.0,12,12,12,0,0,pass
2025,RC027,오예린,T03,넥시움정,103270033.0,103270033.0,15,15,15,0,0,pass
2025,RC027,오예린,T03,디아미크롱서방정,35093200.0,35093200.0,10,10,10,0,0,pass
2025,RC027,오예린,T03,로수젯정,106496832.0,106496832.0,7,7,7,0,0,pass
2025,RC027,오예린,T03,록소르정,16857000.0,16857000.0,7,7,7,0,0,pass
2025,RC027,오예린,T03,리피토정,73628157.0,73628157.0,11,11,11,0,0,pass
2025,RC027,오예린,T03,서스펜정,36069675.0,36069675.0,11,11,11,0,0,pass
2025,RC027,오예린,T03,세파클러캡슐,37488600.0,37488600.0,7,7,7,0,0,pass
2025,RC027,오예린,T03,아모잘탄정,23430391.0,23430391.0,8,8,8,0,0,pass
2025,RC027,오예린,T03,아토르바정,43871719.0,43871719.0,10,10,10,0,0,pass
2025,RC027,오예린,T03,아토젯정,151486452.0,151486452.0,15,15,15,0,0,pass
2025,RC027,오예린,T03,엑스포지정,25701183.0,25701183.0,11,11,11,0,0,pass
2025,RC027,오예린,T03,올메텍정,57666187.0,57666187.0,12,12,12,0,0,pass
2025,RC027,오예린,T03,자누비아정,90842000.0,90842000.0,8,8,8,0,0,pass
2025,RC027,오예린,T03,카나브정,58747845.0,58747845.0,18,18,18,0,0,pass
2025,RC027,오예린,T03,타미플루캡슐,115570100.0,115570100.0,20,20,20,0,0,pass
2025,RC027,오예린,T03,트라젠타정,27034400.0,27034400.0,11,11,11,0,0,pass
2025,RC027,오예린,T03,플라빅스정,171864000.0,171864000.0,11,11,11,0,0,pass
2025,RC028,강윤서,T04,가브스정,243733802.0,243733802.0,21,21,21,0,0,pass
2025,RC028,강윤서,T04,글루코파지정,67667717.0,67667717.0,26,26,26,0,0,pass
2025,RC028,강윤서,T04,네시나정,119730662.0,119730662.0,15,15,15,0,0,pass
2025,RC028,강윤서,T04,넥시움정,104193098.0,104193098.0,21,21,21,0,0,pass
2025,RC028,강윤서,T04,디아미크롱서방정,104183800.0,104183800.0,23,23,23,0,0,pass
2025,RC028,강윤서,T04,로수젯정,111647433.0,111647433.0,20,20,20,0,0,pass
2025,RC028,강윤서,T04,록소르정,40654200.0,40654200.0,25,25,25,0,0,pass
2025,RC028,강윤서,T04,리피토정,81743097.0,81743097.0,25,25,25,0,0,pass
2025,RC028,강윤서,T04,서스펜정,65284875.0,65284875.0,21,21,21,0,0,pass
2025,RC028,강윤서,T04,세파클러캡슐,145424700.0,145424700.0,23,23,23,0,0,pass
2025,RC028,강윤서,T04,아모잘탄정,119794254.0,119794254.0,29,29,29,0,0,pass
2025,RC028,강윤서,T04,아토르바정,92004209.0,92004209.0,25,25,25,0,0,pass
2025,RC028,강윤서,T04,아토젯정,260419914.0,260419914.0,25,25,25,0,0,pass
2025,RC028,강윤서,T04,엑스포지정,74543405.0,74543405.0,22,22,22,0,0,pass
2025,RC028,강윤서,T04,올메텍정,111206314.0,111206314.0,26,26,26,0,0,pass
2025,RC028,강윤서,T04,자누비아정,314250000.0,314250000.0,22,22,22,0,0,pass
2025,RC028,강윤서,T04,카나브정,99674439.0,99674439.0,22,22,22,0,0,pass
2025,RC028,강윤서,T04,타미플루캡슐,275873200.0,275873200.0,19,19,19,0,0,pass
2025,RC028,강윤서,T04,트라젠타정,43503200.0,43503200.0,24,24,24,0,0,pass
2025,RC028,강윤서,T04,플라빅스정,308448000.0,308448000.0,22,22,22,0,0,pass
2025,RC029,윤현우,T04,가브스정,255590713.0,255590713.0,27,27,27,0,0,pass
2025,RC029,윤현우,T04,글루코파지정,95246811.0,95246811.0,28,28,28,0,0,pass
2025,RC029,윤현우,T04,네시나정,197649596.0,197649596.0,21,21,21,0,0,pass
2025,RC029,윤현우,T04,넥시움정,83257160.0,83257160.0,17,17,17,0,0,pass
2025,RC029,윤현우,T04,디아미크롱서방정,56506800.0,56506800.0,19,19,19,0,0,pass
2025,RC029,윤현우,T04,로수젯정,184117008.0,184117008.0,24,24,24,0,0,pass
2025,RC029,윤현우,T04,록소르정,43184800.0,43184800.0,18,18,18,0,0,pass
2025,RC029,윤현우,T04,리피토정,73633410.0,73633410.0,30,30,30,0,0,pass
2025,RC029,윤현우,T04,서스펜정,93279978.0,93279978.0,26,26,26,0,0,pass
2025,RC029,윤현우,T04,세파클러캡슐,132786200.0,132786200.0,26,26,26,0,0,pass
2025,RC029,윤현우,T04,아모잘탄정,117157814.0,117157814.0,23,23,23,0,0,pass
2025,RC029,윤현우,T04,아토르바정,82496967.0,82496967.0,27,27,27,0,0,pass
2025,RC029,윤현우,T04,아토젯정,363256362.0,363256362.0,33,33,33,0,0,pass
2025,RC029,윤현우,T04,엑스포지정,125493120.0,125493120.0,22,22,22,0,0,pass
2025,RC029,윤현우,T04,올메텍정,24750656.0,24750656.0,18,18,18,0,0,pass
2025,RC029,윤현우,T04,자누비아정,404778000.0,404778000.0,28,28,28,0,0,pass
2025,RC029,윤현우,T04,카나브정,102498252.0,102498252.0,26,26,26,0,0,pass
2025,RC029,윤현우,T04,타미플루캡슐,327441200.0,327441200.0,24,24,24,0,0,pass
2025,RC029,윤현우,T04,트라젠타정,43409200.0,43409200.0,25,25,25,0,0,pass
2025,RC029,윤현우,T04,플라빅스정,208278000.0,208278000.0,19,19,19,0,0,pass
2025,RC030,오건우,T04,가브스정,148078780.0,148078780.0,18,18,18,0,0,pass
2025,RC030,오건우,T04,글루코파지정,59743685.0,59743685.0,29,29,29,0,0,pass
2025,RC030,오건우,T04,네시나정,316407478.0,316407478.0,27,27,27,0,0,pass
2025,RC030,오건우,T04,넥시움정,128682460.0,128682460.0,22,22,22,0,0,pass
2025,RC030,오건우,T04,디아미크롱서방정,85760200.0,85760200.0,29,29,29,0,0,pass
2025,RC030,오건우,T04,로수젯정,294991863.0,294991863.0,26,26,26,0,0,pass
2025,RC030,오건우,T04,록소르정,67058800.0,67058800.0,30,30,30,0,0,pass
2025,RC030,오건우,T04,리피토정,112239561.0,112239561.0,32,32,32,0,0,pass
2025,RC030,오건우,T04,서스펜정,94890144.0,94890144.0,25,25,25,0,0,pass
2025,RC030,오건우,T04,세파클러캡슐,133464400.0,133464400.0,31,31,31,0,0,pass
2025,RC030,오건우,T04,아모잘탄정,185945178.0,185945178.0,29,29,29,0,0,pass
2025,RC030,오건우,T04,아토르바정,52879078.0,52879078.0,19,19,19,0,0,pass
2025,RC030,오건우,T04,아토젯정,215399574.0,215399574.0,22,22,22,0,0,pass
2025,RC030,오건우,T04,엑스포지정,172162043.0,172162043.0,21,21,21,0,0,pass
2025,RC030,오건우,T04,올메텍정,123595666.0,123595666.0,27,27,27,0,0,pass
2025,RC030,오건우,T04,자누비아정,513854000.0,513854000.0,25,25,25,0,0,pass
2025,RC030,오건우,T04,카나브정,116935935.0,116935935.0,23,23,23,0,0,pass
2025,RC030,오건우,T04,타미플루캡슐,370614700.0,370614700.0,25,25,25,0,0,pass
